,Age,Parch,Pclass,SibSp,familyNum,TickCot,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
439,31.0,0,2,0,1,1,0,0,1,0,0,0
440,45.0,1,2,1,3,3,0,0,0,1,0,0
441,20.0,0,3,0,1,1,0,0,1,0,0,0
442,25.0,0,3,1,2,1,0,0,1,0,0,0
443,28.0,0,2,0,1,1,0,0,0,1,0,0
444,,0,3,0,1,1,0,0,1,0,0,0
445,4.0,2,1,0,3,3,1,0,0,0,0,0
446,13.0,1,2,0,2,2,0,1,0,0,0,0
447,34.0,0,1,0,1,1,0,0,1,0,0,0
448,5.0,1,3,2,4,4,0,1,0,0,0,0
449,52.0,0,1,0,1,1,0,0,0,0,1,0
450,36.0,2,2,1,4,4,0,0,1,0,0,0
451,,0,3,1,2,1,0,0,1,0,0,0
452,30.0,0,1,0,1,1,0,0,1,0,0,0
453,49.0,0,1,1,2,2,0,0,1,0,0,0
454,,0,3,0,1,1,0,0,1,0,0,0
455,29.0,0,3,0,1,1,0,0,1,0,0,0
456,65.0,0,1,0,1,1,0,0,1,0,0,0
457,,0,1,1,2,2,0,0,0,1,0,0
458,50.0,0,2,0,1,1,0,1,0,0,0,0
459,,0,3,0,1,1,0,0,1,0,0,0
460,48.0,0,1,0,1,1,0,0,1,0,0,0
461,34.0,0,3,0,1,1,0,0,1,0,0,0
462,47.0,0,1,0,1,1,0,0,1,0,0,0
463,48.0,0,2,0,1,1,0,0,1,0,0,0
464,,0,3,0,1,1,0,0,1,0,0,0
465,38.0,0,3,0,1,1,0,0,1,0,0,0
466,,0,2,0,1,3,0,0,1,0,0,0
467,56.0,0,1,0,1,1,0,0,1,0,0,0
468,,0,3,0,1,1,0,0,1,0,0,0
469,0.75,1,3,2,4,4,0,1,0,0,0,0
470,,0,3,0,1,1,0,0,1,0,0,0
471,38.0,0,3,0,1,1,0,0,1,0,0,0
472,33.0,2,2,1,4,4,0,0,0,1,0,0
473,23.0,0,2,0,1,1,0,0,0,1,0,0
474,22.0,0,3,0,1,1,0,1,0,0,0,0
475,,0,1,0,1,2,0,0,1,0,0,0
476,34.0,0,2,1,2,2,0,0,1,0,0,0
477,29.0,0,3,1,2,1,0,0,1,0,0,0
478,22.0,0,3,0,1,1,0,0,1,0,0,0
479,2.0,1,3,0,2,2,0,1,0,0,0,0
480,9.0,2,3,5,8,8,1,0,0,0,0,0
481,,0,2,0,1,1,0,0,1,0,0,0
482,50.0,0,3,0,1,1,0,0,1,0,0,0
483,63.0,0,3,0,1,1,0,0,0,1,0,0
484,25.0,0,1,1,2,2,0,0,1,0,0,0
485,,1,3,3,5,5,0,1,0,0,0,0
486,35.0,0,1,1,2,2,0,0,0,1,0,0
487,58.0,0,1,0,1,1,0,0,1,0,0,0
488,30.0,0,3,0,1,1,0,0,1,0,0,0
489,9.0,1,3,1,3,3,1,0,0,0,0,0
490,,0,3,1,2,1,0,0,1,0,0,0
491,21.0,0,3,0,1,1,0,0,1,0,0,0
492,55.0,0,1,0,1,1,0,0,1,0,0,0
493,71.0,0,1,0,1,1,0,0,1,0,0,0
494,21.0,0,3,0,1,1,0,0,1,0,0,0
495,,0,3,0,1,2,0,0,1,0,0,0
496,54.0,0,1,1,2,2,0,1,0,0,0,0
497,,0,3,0,1,2,0,0,1,0,0,0
498,25.0,2,1,1,4,6,0,0,0,1,0,0
499,24.0,0,3,0,1,1,0,0,1,0,0,0
500,17.0,0,3,0,1,1,0,0,1,0,0,0
501,21.0,0,3,0,1,1,0,1,0,0,0,0
502,,0,3,0,1,1,0,1,0,0,0,0
503,37.0,0,3,0,1,1,0,1,0,0,0,0
504,16.0,0,1,0,1,3,0,1,0,0,0,0
505,18.0,0,1,1,2,3,0,0,1,0,0,0
506,33.0,2,2,0,3,3,0,0,0,1,0,0
507,,0,1,0,1,1,0,0,1,0,0,0
508,28.0,0,3,0,1,3,0,0,1,0,0,0
509,26.0,0,3,0,1,8,0,0,1,0,0,0
510,29.0,0,3,0,1,1,0,0,1,0,0,0
511,,0,3,0,1,1,0,0,1,0,0,0
512,36.0,0,1,0,1,1,0,0,1,0,0,0
513,54.0,0,1,1,2,2,0,0,0,1,0,0
514,24.0,0,3,0,1,1,0,0,1,0,0,0
515,47.0,0,1,0,1,1,0,0,1,0,0,0
516,34.0,0,2,0,1,1,0,0,0,1,0,0
517,,0,3,0,1,3,0,0,1,0,0,0
518,36.0,0,2,1,2,2,0,0,0,1,0,0
519,32.0,0,3,0,1,1,0,0,1,0,0,0
520,30.0,0,1,0,1,4,0,1,0,0,0,0
521,22.0,0,3,0,1,1,0,0,1,0,0,0
522,,0,3,0,1,1,0,0,1,0,0,0
523,44.0,1,1,0,2,2,0,0,0,1,0,0
524,,0,3,0,1,1,0,0,1,0,0,0
525,40.5,0,3,0,1,1,0,0,1,0,0,0
526,50.0,0,2,0,1,1,0,1,0,0,0,0
527,,0,1,0,1,4,0,0,1,0,0,0
528,39.0,0,3,0,1,1,0,0,1,0,0,0
529,23.0,1,2,2,4,1,0,0,1,0,0,0
530,2.0,1,2,1,3,3,0,1,0,0,0,0
531,,0,3,0,1,1,0,0,1,0,0,0
532,17.0,1,3,1,3,1,0,0,1,0,0,0
533,,2,3,0,3,3,0,0,0,1,0,0
534,30.0,0,3,0,1,1,0,1,0,0,0,0
535,7.0,2,2,0,3,3,0,1,0,0,0,0
536,45.0,0,1,0,1,1,0,0,0,0,1,0
537,30.0,0,1,0,1,3,0,1,0,0,0,0
538,,0,3,0,1,2,0,0,1,0,0,0
539,22.0,2,1,0,3,1,0,1,0,0,0,0
540,36.0,2,1,0,3,2,0,1,0,0,0,0
541,9.0,2,3,4,7,7,0,1,0,0,0,0
542,11.0,2,3,4,7,7,0,1,0,0,0,0
543,32.0,0,2,1,2,2,0,0,1,0,0,0
544,50.0,0,1,1,2,3,0,0,1,0,0,0
545,64.0,0,1,0,1,1,0,0,1,0,0,0
546,19.0,0,2,1,2,2,0,0,0,1,0,0
547,,0,2,0,1,1,0,0,1,0,0,0
548,33.0,1,3,1,3,3,0,0,1,0,0,0
549,8.0,1,2,1,3,4,1,0,0,0,0,0
550,17.0,2,1,0,3,4,0,0,1,0,0,0
551,27.0,0,2,0,1,2,0,0,1,0,0,0
552,,0,3,0,1,1,0,0,1,0,0,0
553,22.0,0,3,0,1,1,0,0,1,0,0,0
554,22.0,0,3,0,1,1,0,1,0,0,0,0
555,62.0,0,1,0,1,1,0,0,1,0,0,0
556,48.0,0,1,1,2,1,0,0,0,0,0,1
557,,0,1,0,1,5,0,0,1,0,0,0
558,39.0,1,1,1,3,3,0,0,0,1,0,0
559,36.0,0,3,1,2,2,0,0,0,1,0,0
560,,0,3,0,1,1,0,0,1,0,0,0
561,40.0,0,3,0,1,1,0,0,1,0,0,0
562,28.0,0,2,0,1,1,0,0,1,0,0,0
563,,0,3,0,1,1,0,0,1,0,0,0
564,,0,3,0,1,1,0,1,0,0,0,0
565,24.0,0,3,2,3,3,0,0,1,0,0,0
566,19.0,0,3,0,1,1,0,0,1,0,0,0
567,29.0,4,3,0,5,5,0,0,0,1,0,0
568,,0,3,0,1,1,0,0,1,0,0,0
569,32.0,0,3,0,1,1,0,0,1,0,0,0
570,62.0,0,2,0,1,1,0,0,1,0,0,0
571,53.0,0,1,2,3,2,0,0,0,1,0,0
572,36.0,0,1,0,1,1,0,0,1,0,0,0
573,,0,3,0,1,1,0,1,0,0,0,0
574,16.0,0,3,0,1,1,0,0,1,0,0,0
575,19.0,0,3,0,1,2,0,0,1,0,0,0
576,34.0,0,2,0,1,1,0,1,0,0,0,0
577,39.0,0,1,1,2,2,0,0,0,1,0,0
578,,0,3,1,2,2,0,0,0,1,0,0
579,32.0,0,3,0,1,1,0,0,1,0,0,0
580,25.0,1,2,1,3,2,0,1,0,0,0,0
581,39.0,1,1,1,3,4,0,0,0,1,0,0
582,54.0,0,2,0,1,2,0,0,1,0,0,0
583,36.0,0,1,0,1,1,0,0,1,0,0,0
584,,0,3,0,1,1,0,0,1,0,0,0
585,18.0,2,1,0,3,3,0,1,0,0,0,0
586,47.0,0,2,0,1,1,0,0,1,0,0,0
587,60.0,1,1,1,3,2,0,0,1,0,0,0
588,22.0,0,3,0,1,1,0,0,1,0,0,0
589,,0,3,0,1,1,0,0,1,0,0,0
590,35.0,0,3,0,1,1,0,0,1,0,0,0
591,52.0,0,1,1,2,2,0,0,0,1,0,0
592,47.0,0,3,0,1,1,0,0,1,0,0,0
593,,2,3,0,3,1,0,1,0,0,0,0
594,37.0,0,2,1,2,2,0,0,1,0,0,0
595,36.0,1,3,1,3,3,0,0,1,0,0,0
596,,0,2,0,1,3,0,1,0,0,0,0
597,49.0,0,3,0,1,4,0,0,1,0,0,0
598,,0,3,0,1,1,0,0,1,0,0,0
599,49.0,0,1,1,2,2,0,0,0,0,0,1
600,24.0,1,2,2,4,2,0,0,0,1,0,0
601,,0,3,0,1,1,0,0,1,0,0,0
602,,0,1,0,1,2,0,0,1,0,0,0
603,44.0,0,3,0,1,1,0,0,1,0,0,0
604,35.0,0,1,0,1,1,0,0,1,0,0,0
605,36.0,0,3,1,2,2,0,0,1,0,0,0
606,30.0,0,3,0,1,1,0,0,1,0,0,0
607,27.0,0,1,0,1,1,0,0,1,0,0,0
608,22.0,2,2,1,4,4,0,0,0,1,0,0
609,40.0,0,1,0,1,3,0,1,0,0,0,0
610,39.0,5,3,1,7,7,0,0,0,1,0,0
611,,0,3,0,1,1,0,0,1,0,0,0
612,,0,3,1,2,2,0,1,0,0,0,0
613,,0,3,0,1,1,0,0,1,0,0,0
614,35.0,0,3,0,1,1,0,0,1,0,0,0
615,24.0,2,2,1,4,5,0,1,0,0,0,0
616,34.0,1,3,1,3,3,0,0,1,0,0,0
617,26.0,0,3,1,2,2,0,0,0,1,0,0
618,4.0,1,2,2,4,4,0,1,0,0,0,0
619,26.0,0,2,0,1,1,0,0,1,0,0,0
620,27.0,0,3,1,2,2,0,0,1,0,0,0
621,42.0,0,1,1,2,2,0,0,1,0,0,0
622,20.0,1,3,1,3,3,0,0,1,0,0,0
623,21.0,0,3,0,1,1,0,0,1,0,0,0
624,21.0,0,3,0,1,2,0,0,1,0,0,0
625,61.0,0,1,0,1,1,0,0,1,0,0,0
626,57.0,0,2,0,1,1,0,0,0,0,1,0
627,21.0,0,1,0,1,3,0,1,0,0,0,0
628,26.0,0,3,0,1,1,0,0,1,0,0,0
629,,0,3,0,1,1,0,0,1,0,0,0
630,80.0,0,1,0,1,1,0,0,1,0,0,0
631,51.0,0,3,0,1,1,0,0,1,0,0,0
632,32.0,0,1,0,1,1,0,0,0,0,1,0
633,,0,1,0,1,1,0,0,1,0,0,0
634,9.0,2,3,3,6,6,0,1,0,0,0,0
635,28.0,0,2,0,1,1,0,1,0,0,0,0
636,32.0,0,3,0,1,1,0,0,1,0,0,0
637,31.0,1,2,1,3,3,0,0,1,0,0,0
638,41.0,5,3,0,6,7,0,0,0,1,0,0
639,,0,3,1,2,2,0,0,1,0,0,0
640,20.0,0,3,0,1,1,0,0,1,0,0,0
641,24.0,0,1,0,1,2,0,1,0,0,0,0
642,2.0,2,3,3,6,6,0,1,0,0,0,0
643,,0,3,0,1,8,0,0,1,0,0,0
644,0.75,1,3,2,4,4,0,1,0,0,0,0
645,48.0,0,1,1,2,3,0,0,1,0,0,0
646,19.0,0,3,0,1,1,0,0,1,0,0,0
647,56.0,0,1,0,1,1,0,0,0,0,1,0
648,,0,3,0,1,1,0,0,1,0,0,0
649,23.0,0,3,0,1,1,0,1,0,0,0,0
650,,0,3,0,1,1,0,0,1,0,0,0
651,18.0,1,2,0,2,2,0,1,0,0,0,0
652,21.0,0,3,0,1,1,0,0,1,0,0,0
653,,0,3,0,1,1,0,1,0,0,0,0
654,18.0,0,3,0,1,1,0,1,0,0,0,0
655,24.0,0,2,2,3,7,0,0,1,0,0,0
656,,0,3,0,1,1,0,0,1,0,0,0
657,32.0,1,3,1,3,2,0,0,0,1,0,0
658,23.0,0,2,0,1,1,0,0,1,0,0,0
659,58.0,2,1,0,3,3,0,0,1,0,0,0
660,50.0,0,1,2,3,2,0,0,0,0,1,0
661,40.0,0,3,0,1,1,0,0,1,0,0,0
662,47.0,0,1,0,1,1,0,0,1,0,0,0
663,36.0,0,3,0,1,1,0,0,1,0,0,0
664,20.0,0,3,1,2,1,0,0,1,0,0,0
665,32.0,0,2,2,3,7,0,0,1,0,0,0
666,25.0,0,2,0,1,1,0,0,1,0,0,0
667,,0,3,0,1,1,0,0,1,0,0,0
668,43.0,0,3,0,1,1,0,0,1,0,0,0
669,,0,1,1,2,2,0,0,0,1,0,0
670,40.0,1,2,1,3,3,0,0,0,1,0,0
671,31.0,0,1,1,2,2,0,0,1,0,0,0
672,70.0,0,2,0,1,1,0,0,1,0,0,0
673,31.0,0,2,0,1,1,0,0,1,0,0,0
674,,0,2,0,1,1,0,0,1,0,0,0
675,18.0,0,3,0,1,1,0,0,1,0,0,0
676,24.5,0,3,0,1,1,0,0,1,0,0,0
677,18.0,0,3,0,1,1,0,1,0,0,0,0
678,43.0,6,3,1,8,8,0,0,0,1,0,0
679,36.0,1,1,0,2,4,0,0,1,0,0,0
680,,0,3,0,1,1,0,1,0,0,0,0
681,27.0,0,1,0,1,3,0,0,1,0,0,0
682,20.0,0,3,0,1,1,0,0,1,0,0,0
683,14.0,2,3,5,8,8,0,0,1,0,0,0
684,60.0,1,2,1,3,3,0,0,1,0,0,0
685,25.0,2,2,1,4,4,0,0,1,0,0,0
686,14.0,1,3,4,6,7,0,0,1,0,0,0
687,19.0,0,3,0,1,1,0,0,1,0,0,0
688,18.0,0,3,0,1,1,0,0,1,0,0,0
689,15.0,1,1,0,2,4,0,1,0,0,0,0
690,31.0,0,1,1,2,2,0,0,1,0,0,0
691,4.0,1,3,0,2,2,0,1,0,0,0,0
692,,0,3,0,1,8,0,0,1,0,0,0
693,25.0,0,3,0,1,1,0,0,1,0,0,0
694,60.0,0,1,0,1,1,0,0,0,0,1,0
695,52.0,0,2,0,1,1,0,0,1,0,0,0
696,44.0,0,3,0,1,1,0,0,1,0,0,0
697,,0,3,0,1,1,0,1,0,0,0,0
698,49.0,1,1,1,3,4,0,0,1,0,0,0
699,42.0,0,3,0,1,1,0,0,1,0,0,0
700,18.0,0,1,1,2,5,0,0,0,1,0,0
701,35.0,0,1,0,1,1,0,0,1,0,0,0
702,18.0,1,3,0,2,2,0,1,0,0,0,0
703,25.0,0,3,0,1,1,0,0,1,0,0,0
704,26.0,0,3,1,2,1,0,0,1,0,0,0
705,39.0,0,2,0,1,2,0,0,1,0,0,0
706,45.0,0,2,0,1,1,0,0,0,1,0,0
707,42.0,0,1,0,1,1,0,0,1,0,0,0
708,22.0,0,1,0,1,6,0,1,0,0,0,0
709,,1,3,1,3,3,1,0,0,0,0,0
710,24.0,0,1,0,1,1,0,1,0,0,0,0
711,,0,1,0,1,1,0,0,1,0,0,0
712,48.0,0,1,1,2,2,0,0,1,0,0,0
713,29.0,0,3,0,1,1,0,0,1,0,0,0
714,52.0,0,2,0,1,2,0,0,1,0,0,0
715,19.0,0,3,0,1,1,0,0,1,0,0,0
716,38.0,0,1,0,1,5,0,1,0,0,0,0
717,27.0,0,2,0,1,1,0,1,0,0,0,0
718,,0,3,0,1,2,0,0,1,0,0,0
719,33.0,0,3,0,1,1,0,0,1,0,0,0
720,6.0,1,2,0,2,3,0,1,0,0,0,0
721,17.0,0,3,1,2,1,0,0,1,0,0,0
722,34.0,0,2,0,1,1,0,0,1,0,0,0
723,50.0,0,2,0,1,1,0,0,1,0,0,0
724,27.0,0,1,1,2,2,0,0,1,0,0,0
725,20.0,0,3,0,1,1,0,0,1,0,0,0
726,30.0,0,2,3,4,2,0,0,0,1,0,0
727,,0,3,0,1,1,0,1,0,0,0,0
728,25.0,0,2,1,2,2,0,0,1,0,0,0
729,25.0,0,3,1,2,1,0,1,0,0,0,0
730,29.0,0,1,0,1,4,0,1,0,0,0,0
731,11.0,0,3,0,1,2,0,0,1,0,0,0
732,,0,2,0,1,1,0,0,1,0,0,0
733,23.0,0,2,0,1,1,0,0,1,0,0,0
734,23.0,0,2,0,1,1,0,0,1,0,0,0
735,28.5,0,3,0,1,2,0,0,1,0,0,0
736,48.0,3,3,1,5,5,0,0,0,1,0,0
737,35.0,0,1,0,1,4,0,0,1,0,0,0
738,,0,3,0,1,1,0,0,1,0,0,0
739,,0,3,0,1,1,0,0,1,0,0,0
740,,0,1,0,1,1,0,0,1,0,0,0
741,36.0,0,1,1,2,3,0,0,1,0,0,0
742,21.0,2,1,2,5,7,0,1,0,0,0,0
743,24.0,0,3,1,2,2,0,0,1,0,0,0
744,31.0,0,3,0,1,1,0,0,1,0,0,0
745,70.0,1,1,1,3,2,0,0,0,0,1,0
746,16.0,1,3,1,3,3,0,0,1,0,0,0
747,30.0,0,2,0,1,1,0,1,0,0,0,0
748,19.0,0,1,1,2,2,0,0,1,0,0,0
749,31.0,0,3,0,1,1,0,0,1,0,0,0
750,4.0,1,2,1,3,3,0,1,0,0,0,0
751,6.0,1,3,0,2,2,1,0,0,0,0,0
752,33.0,0,3,0,1,1,0,0,1,0,0,0
753,23.0,0,3,0,1,1,0,0,1,0,0,0
754,48.0,2,2,1,4,5,0,0,0,1,0,0
755,0.67,1,2,1,3,2,1,0,0,0,0,0
756,28.0,0,3,0,1,1,0,0,1,0,0,0
757,18.0,0,2,0,1,1,0,0,1,0,0,0
758,34.0,0,3,0,1,1,0,0,1,0,0,0
759,33.0,0,1,0,1,3,0,0,0,0,0,1
760,,0,3,0,1,2,0,0,1,0,0,0
761,41.0,0,3,0,1,1,0,0,1,0,0,0
762,20.0,0,3,0,1,1,0,0,1,0,0,0
763,36.0,2,1,1,4,4,0,0,0,1,0,0
764,16.0,0,3,0,1,1,0,0,1,0,0,0
765,51.0,0,1,1,2,3,0,0,0,1,0,0
766,,0,1,0,1,1,0,0,0,0,1,0
767,30.5,0,3,0,1,1,0,1,0,0,0,0
768,,0,3,1,2,3,0,0,1,0,0,0
769,32.0,0,3,0,1,1,0,0,1,0,0,0
770,24.0,0,3,0,1,1,0,0,1,0,0,0
771,48.0,0,3,0,1,1,0,0,1,0,0,0
772,57.0,0,2,0,1,2,0,0,0,1,0,0
773,,0,3,0,1,1,0,0,1,0,0,0
774,54.0,3,2,1,5,2,0,0,0,1,0,0
775,18.0,0,3,0,1,1,0,0,1,0,0,0
776,,0,3,0,1,1,0,0,1,0,0,0
777,5.0,0,3,0,1,2,0,1,0,0,0,0
778,,0,3,0,1,1,0,0,1,0,0,0
779,43.0,1,1,0,2,4,0,0,0,1,0,0
780,13.0,0,3,0,1,1,0,1,0,0,0,0
781,17.0,0,1,1,2,2,0,0,0,1,0,0
782,29.0,0,1,0,1,1,0,0,1,0,0,0
783,,2,3,1,4,4,0,0,1,0,0,0
784,25.0,0,3,0,1,1,0,0,1,0,0,0
785,25.0,0,3,0,1,1,0,0,1,0,0,0
786,18.0,0,3,0,1,1,0,1,0,0,0,0
787,8.0,1,3,4,6,6,1,0,0,0,0,0
788,1.0,2,3,1,4,4,1,0,0,0,0,0
789,46.0,0,1,0,1,2,0,0,1,0,0,0
790,,0,3,0,1,1,0,0,1,0,0,0
791,16.0,0,2,0,1,2,0,0,1,0,0,0
792,,2,3,8,11,11,0,1,0,0,0,0
793,,0,1,0,1,1,0,0,1,0,0,0
794,25.0,0,3,0,1,1,0,0,1,0,0,0
795,39.0,0,2,0,1,1,0,0,1,0,0,0
796,49.0,0,1,0,1,1,0,0,0,0,1,0
797,31.0,0,3,0,1,1,0,0,0,1,0,0
798,30.0,0,3,0,1,1,0,0,1,0,0,0
799,30.0,1,3,1,3,3,0,0,0,1,0,0
800,34.0,0,2,0,1,2,0,0,1,0,0,0
801,31.0,1,2,1,3,3,0,0,0,1,0,0
802,11.0,2,1,1,4,4,1,0,0,0,0,0
803,0.42,1,3,0,2,2,1,0,0,0,0,0
804,27.0,0,3,0,1,1,0,0,1,0,0,0
805,31.0,0,3,0,1,1,0,0,1,0,0,0
806,39.0,0,1,0,1,1,0,0,1,0,0,0
807,18.0,0,3,0,1,1,0,1,0,0,0,0
808,39.0,0,2,0,1,1,0,0,1,0,0,0
809,33.0,0,1,1,2,2,0,0,0,1,0,0
810,26.0,0,3,0,1,1,0,0,1,0,0,0
811,39.0,0,3,0,1,3,0,0,1,0,0,0
812,35.0,0,2,0,1,1,0,0,1,0,0,0
813,6.0,2,3,4,7,7,0,1,0,0,0,0
814,30.5,0,3,0,1,1,0,0,1,0,0,0
815,,0,1,0,1,2,0,0,1,0,0,0
816,23.0,0,3,0,1,1,0,1,0,0,0,0
817,31.0,1,2,1,3,3,0,0,1,0,0,0
818,43.0,0,3,0,1,1,0,0,1,0,0,0
819,10.0,2,3,3,6,6,1,0,0,0,0,0
820,52.0,1,1,1,3,4,0,0,0,1,0,0
821,27.0,0,3,0,1,1,0,0,1,0,0,0
822,38.0,0,1,0,1,1,1,0,0,0,0,0
823,27.0,1,3,0,2,2,0,0,0,1,0,0
824,2.0,1,3,4,6,7,1,0,0,0,0,0
825,,0,3,0,1,1,0,0,1,0,0,0
826,,0,3,0,1,8,0,0,1,0,0,0
827,1.0,2,2,0,3,3,1,0,0,0,0,0
828,,0,3,0,1,1,0,0,1,0,0,0
829,62.0,0,1,0,1,2,0,0,0,1,0,0
830,15.0,0,3,1,2,2,0,0,0,1,0,0
831,0.83,1,2,1,3,3,1,0,0,0,0,0
832,,0,3,0,1,1,0,0,1,0,0,0
833,23.0,0,3,0,1,1,0,0,1,0,0,0
834,18.0,0,3,0,1,1,0,0,1,0,0,0
835,39.0,1,1,1,3,3,0,1,0,0,0,0
836,21.0,0,3,0,1,1,0,0,1,0,0,0
837,,0,3,0,1,1,0,0,1,0,0,0
838,32.0,0,3,0,1,8,0,0,1,0,0,0
839,,0,1,0,1,1,0,0,1,0,0,0
840,20.0,0,3,0,1,1,0,0,1,0,0,0
841,16.0,0,2,0,1,2,0,0,1,0,0,0
842,30.0,0,1,0,1,2,0,1,0,0,0,0
843,34.5,0,3,0,1,1,0,0,1,0,0,0
844,17.0,0,3,0,1,1,0,0,1,0,0,0
845,42.0,0,3,0,1,1,0,0,1,0,0,0
846,,2,3,8,11,11,0,0,1,0,0,0
847,35.0,0,3,0,1,1,0,0,1,0,0,0
848,28.0,1,2,0,2,3,0,0,0,0,1,0
849,,0,1,1,2,2,0,0,0,1,0,0
850,4.0,2,3,4,7,7,1,0,0,0,0,0
851,74.0,0,3,0,1,1,0,0,1,0,0,0
852,9.0,1,3,1,3,3,0,1,0,0,0,0
853,16.0,1,1,0,2,2,0,1,0,0,0,0
854,44.0,0,2,1,2,2,0,0,0,1,0,0
855,18.0,1,3,0,2,2,0,0,0,1,0,0
856,45.0,1,1,1,3,4,0,0,0,1,0,0
857,51.0,0,1,0,1,1,0,0,1,0,0,0
858,24.0,3,3,0,4,4,0,0,0,1,0,0
859,,0,3,0,1,1,0,0,1,0,0,0
860,41.0,0,3,2,3,2,0,0,1,0,0,0
861,21.0,0,2,1,2,1,0,0,1,0,0,0
862,48.0,0,1,0,1,1,0,0,0,1,0,0
863,,2,3,8,11,11,0,1,0,0,0,0
864,24.0,0,2,0,1,1,0,0,1,0,0,0
865,42.0,0,2,0,1,1,0,0,0,1,0,0
866,27.0,0,2,1,2,1,0,1,0,0,0,0
867,31.0,0,1,0,1,1,0,0,1,0,0,0
868,,0,3,0,1,1,0,0,1,0,0,0
869,4.0,1,3,1,3,3,1,0,0,0,0,0
870,26.0,0,3,0,1,1,0,0,1,0,0,0
871,47.0,1,1,1,3,2,0,0,0,1,0,0
872,33.0,0,1,0,1,1,0,0,1,0,0,0
873,47.0,0,3,0,1,1,0,0,1,0,0,0
874,28.0,0,2,1,2,2,0,0,0,1,0,0
875,15.0,0,3,0,1,1,0,1,0,0,0,0
876,20.0,0,3,0,1,2,0,0,1,0,0,0
877,19.0,0,3,0,1,1,0,0,1,0,0,0
878,,0,3,0,1,1,0,0,1,0,0,0
